OCPID,Strain,SampleID,DateRecorded,ReportType,ChemicalLab,H2O,TotalTHC,THC,Δ8-THC,Δ9-THC,THCA,THCV,TotalCBD,CBDA,CBDV,CBDVA,CBC,CBG,CBN,α-Pinene,Camphene,Myrcene,β-Pinene,3-Carene,α-Terpinene,D-Limonene,p-Cymene,Ocimene,Eucalyptol,γ-Terpinene,Terpinolene,Linalool,Isopulegol,Geraniol,β-Caryophyllene,α-Humelene,Nerolidol-1,Nerolidol-2,Guaiol,CaryophylleneOxide,α-Bisabolol,GeneticLab,Sample,SampleURL,Organism,OrganismURL,Project,ProjectURL,Study,StudyURL,Run,RunURL,DatePublished,Spots,Bases,Size,Notes
000485,CBD Therapy,17003106,12 May 2018,C,Cascadia Labs,9.30%,0.00,0.00,,0.00,0.00,,96.00,100.00,,,,,,1.59,0.03,6.91,0.61,0.00,0.03,0.80,0.21,0.00,0.00,0.02,0.04,0.34,0.00,0.00,1.80,0.56,0.00,0.00,0.78,0.00,0.31,,,,,,,,,,,,,,,,
000486,Rogue Blue Cheese,17003108,12 May 2018,C,Cascadia Labs,10.80%,150.00,150.00,,0.00,154.00,,0.00,0.00,,,,,,2.88,0.07,5.42,1.08,0.00,0.03,0.58,0.00,0.99,0.03,0.03,0.03,0.28,0.00,0.00,0.95,0.32,0.00,0.00,0.35,0.00,0.38,,,,,,,,,,,,,,,,
000487,Jaeger OG,17003109,12 May 2018,C,Cascadia Labs,9.50%,207.00,207.00,,0.00,215.00,,0.00,0.00,,,,,,1.40,0.21,1.24,0.92,0.00,0.04,5.10,0.00,0.00,0.00,0.04,0.11,0.95,0.00,0.00,4.61,1.55,0.00,0.00,0.00,0.00,0.24,,,,,,,,,,,,,,,,
000488,Jaeger Kush,17003110,12 May 2018,C,Cascadia Labs,11.60%,181.00,181.00,,0.00,184.00,,0.00,0.00,,,,,,1.34,0.23,1.27,0.85,0.00,0.03,5.57,0.00,0.32,0.00,0.03,0.11,0.95,0.00,0.00,3.43,1.24,0.00,0.00,0.19,0.00,0.34,,,,,,,,,,,,,,,,
000489,Sugar Black Rose,17003111,12 May 2018,C,Cascadia Labs,17.00%,169.00,169.00,,0.00,161.00,,0.00,0.00,,,,,,0.30,0.08,9.73,0.43,0.00,0.05,2.68,0.00,0.23,0.07,0.05,0.08,0.99,0.00,0.00,3.77,1.15,0.00,0.00,0.00,0.00,0.44,,,,,,,,,,,,,,,,
000490,Dawg's Waltz,17003112,12 May 2018,C,Cascadia Labs,9.40%,218.00,218.00,,0.00,227.00,,0.00,0.00,,,,,,0.44,0.13,3.26,0.42,0.00,0.03,3.83,0.00,0.15,0.02,0.03,0.08,1.41,0.00,0.00,4.60,2.20,0.00,0.00,0.00,0.00,0.32,,,,,,,,,,,,,,,,
000491,Wedding Cake,17003113,12 May 2018,C,Cascadia Labs,11.10%,221.00,221.00,,34.00,187.00,,0.00,0.00,,,,,,5.40,0.00,19.58,0.98,0.00,0.07,0.90,0.00,1.97,0.00,0.06,0.05,1.10,0.00,0.00,4.53,1.51,0.00,0.00,0.00,0.00,1.02,,,,,,,,,,,,,,,,
000492,Shark Shock,17003114,12 May 2018,C,Cascadia Labs,10.20%,47.00,47.00,,0.00,49.00,,77.00,79.00,,,,,,3.11,0.10,3.00,0.91,0.00,0.03,0.53,0.07,0.00,0.01,0.03,0.11,0.09,0.37,0.00,0.59,0.20,0.00,0.00,0.22,0.00,0.20,,,,,,,,,,,,,,,,
000493,Purple Hindu Kush,17003115,12 May 2018,C,Cascadia Labs,9.30%,205.00,205.00,,0.00,214.00,,0.00,0.00,,,,,,2.09,0.22,0.69,1.11,0.00,0.00,6.18,0.00,0.31,0.00,0.05,0.13,1.32,0.00,0.00,2.53,0.87,0.00,0.00,0.00,0.00,0.46,,,,,,,,,,,,,,,,
000494,Cherry Wine,17003116,12 May 2018,B,Cascadia Labs,9.00%,0.00,0.00,,0.00,0.00,,149.00,156.00,,,,,,0.14,0.02,3.14,0.08,0.00,0.00,0.83,0.12,0.08,0.00,0.02,0.05,0.17,0.00,0.00,1.08,0.41,0.00,0.00,0.21,0.00,0.28,Phylos Bioscience,SRS3289203,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SRS3289203"" target=""_blank"">SRS3289203</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA470994,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA470994"" target=""_blank""><small>PRJNA470994</small></a>",SRP145424,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP145424"" target=""_blank""><small>SRP145424</small></a>",SRR7151890,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR7151890"" target=""_blank""><small>SRR7151890</small></a>",2018-05-11,804419,121437230,32.3 MB,
000495,CBD x Shark Shock,17003117,12 May 2018,C,Cascadia Labs,9.30%,53.00,53.00,,0.00,55.00,,57.00,59.00,,,,,,0.11,0.04,1.67,0.00,0.00,0.00,0.85,0.07,0.00,0.00,0.03,0.05,0.12,0.00,0.00,2.95,1.24,0.00,0.00,0.00,0.00,0.11,,,,,,,,,,,,,,,,
000496,Purple Wildfire,17003118,12 May 2018,C,Cascadia Labs,12.00%,107.00,107.00,,0.00,108.00,,0.00,0.00,,,,,,4.10,0.12,0.35,2.12,0.23,0.13,1.51,0.09,0.47,0.03,0.21,1.44,0.15,0.00,0.00,1.33,0.61,0.00,0.00,0.00,0.00,0.31,,,,,,,,,,,,,,,,
000497,P.A.G.S. (Name TBD),17003119,12 May 2018,C,Cascadia Labs,10.50%,191.00,191.00,,0.00,197.00,,0.00,0.00,,,,,,2.65,0.11,6.53,0.95,0.00,0.04,1.19,0.00,0.00,0.00,0.04,0.15,0.45,0.00,0.00,1.71,0.61,0.00,0.00,0.34,0.00,0.23,,,,,,,,,,,,,,,,
000498,Wonder Goo,17003120,12 May 2018,C,Cascadia Labs,9.50%,174.00,174.00,,0.00,181.00,,0.00,0.00,,,,,,4.47,0.12,3.38,1.93,0.00,0.03,1.37,0.00,0.00,0.01,0.03,0.09,0.51,0.00,0.00,1.23,0.52,0.00,0.00,0.00,0.00,0.23,,,,,,,,,,,,,,,,
000499,Pineapple,17003121,12 May 2018,C,Cascadia Labs,9.00%,175.00,175.00,,0.00,183.00,,0.00,0.00,,,,,,1.39,0.00,9.75,0.42,0.00,0.04,0.34,0.00,2.41,0.03,0.04,0.05,0.37,0.00,0.00,3.36,1.36,0.00,0.00,0.00,0.00,0.30,,,,,,,,,,,,,,,,
000500,Elvis,17003122,12 May 2018,C,Cascadia Labs,10.00%,136.00,136.00,,0.00,141.00,,0.00,0.00,,,,,,0.96,0.02,4.66,0.30,0.00,0.04,0.64,0.00,4.05,0.03,0.03,0.18,0.53,0.00,0.00,3.86,1.26,0.00,0.00,1.21,0.00,0.14,,,,,,,,,,,,,,,,
000501,Doc Trinity,17003123,12 May 2018,C,Cascadia Labs,13.30%,175.00,175.00,,0.00,174.00,,0.00,0.00,,,,,,4.64,0.19,3.41,1.11,0.00,0.04,1.65,0.00,1.03,0.02,0.04,0.06,0.33,0.00,0.00,2.13,0.72,0.00,0.00,0.00,0.00,0.28,,,,,,,,,,,,,,,,
000502,Race Fuel,17003124,12 May 2018,C,Cascadia Labs,8.60%,240.00,240.00,,0.00,252.00,,0.00,0.00,,,,,,0.47,0.15,5.24,0.46,0.00,0.00,3.88,0.00,0.07,0.00,0.02,0.06,0.44,0.00,0.00,3.41,1.20,0.00,0.00,0.00,0.00,0.51,,,,,,,,,,,,,,,,
000503,Royal Chem,17003125,12 May 2018,C,Cascadia Labs,8.70%,189.00,189.00,,0.00,198.00,,0.00,0.00,,,,,,0.50,0.08,0.18,0.23,0.00,0.00,1.56,0.00,0.24,0.01,0.03,0.05,0.27,0.00,0.00,3.51,0.96,0.00,0.00,0.00,0.00,0.12,,,,,,,,,,,,,,,,
000504,Quantum Kush,17003127,12 May 2018,C,Cascadia Labs,8.50%,202.00,202.00,,0.00,212.00,,0.00,0.00,,,,,,1.67,0.24,2.49,0.86,0.00,0.00,4.64,0.00,1.23,0.00,0.04,0.07,0.20,0.00,0.00,3.39,1.46,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,
000505,Forum Cookies X Memory Loss,17003129,12 May 2018,C,Cascadia Labs,8.30%,214.00,214.00,,0.00,225.00,,0.00,0.00,,,,,,0.29,0.09,2.53,0.32,0.00,0.03,2.05,0.00,0.13,0.00,0.02,0.05,0.16,0.00,0.00,4.01,1.36,0.00,0.00,0.00,0.00,0.36,,,,,,,,,,,,,,,,
000506,Jack Herer,17003130,12 May 2018,C,Cascadia Labs,9.30%,151.00,151.00,,0.00,157.00,,0.00,0.00,,,,,,0.45,0.02,0.52,0.47,0.21,0.17,0.53,0.08,0.63,0.05,0.26,2.56,0.19,0.00,0.00,1.27,0.51,0.00,0.00,0.00,0.00,0.12,,,,,,,,,,,,,,,,
000507,The Real McCoy,17003131,12 May 2018,C,Cascadia Labs,10.50%,225.00,225.00,,0.00,231.00,,0.00,0.00,,,,,,1.86,0.05,9.01,0.44,0.00,0.04,0.54,0.00,0.90,0.00,0.04,0.07,0.34,0.00,0.00,1.20,0.36,0.00,0.00,0.00,0.00,0.15,,,,,,,,,,,,,,,,
000508,Champagne Diesel,17003132,12 May 2018,C,Cascadia Labs,8.50%,131.00,131.00,,0.00,138.00,,0.00,0.00,,,,,,1.50,0.20,0.56,0.80,0.00,0.03,5.18,0.00,0.31,0.00,0.03,0.10,1.09,0.00,0.00,2.80,0.96,0.00,0.00,0.00,0.00,0.35,,,,,,,,,,,,,,,,
000509,Mighty Quinn,17003133,12 May 2018,C,Cascadia Labs,7.70%,200.00,200.00,,22.00,187.00,,0.00,0.00,,,,,,2.55,0.12,4.98,0.61,0.00,0.03,0.75,0.00,0.10,0.00,0.03,0.08,0.31,0.00,0.00,2.67,1.35,0.00,0.00,0.00,0.00,0.27,,,,,,,,,,,,,,,,
000510,Cascade Lemonade,17003134,12 May 2018,C,Cascadia Labs,8.90%,110.00,110.00,,0.00,115.00,,0.00,0.00,,,,,,0.63,0.00,1.54,0.11,0.00,0.00,0.17,0.00,3.28,0.00,0.02,0.02,0.32,0.00,0.00,1.29,0.44,0.00,0.00,0.24,0.00,0.16,,,,,,,,,,,,,,,,
000511,Peach Kush,17003135,12 May 2018,C,Cascadia Labs,9.30%,218.00,218.00,,24.00,200.00,,0.00,0.00,,,,,,1.28,0.22,0.66,0.62,0.00,0.00,5.28,0.00,0.51,0.01,0.04,0.13,1.08,0.00,0.00,3.18,1.48,0.00,0.00,0.43,0.00,0.31,,,,,,,,,,,,,,,,
000512,Cream Royale (Peach Gum???),17003136,12 May 2018,C,Cascadia Labs,8.20%,165.00,165.00,,0.00,174.00,,0.00,0.00,,,,,,1.38,0.07,4.63,0.58,0.00,0.00,1.37,0.00,0.08,0.00,0.02,0.03,0.27,0.00,0.00,1.51,0.61,0.00,0.00,0.38,0.00,0.53,,,,,,,,,,,,,,,,
000513,City of God,17003137,12 May 2018,C,Cascadia Labs,9.80%,180.00,180.00,,18.00,166.00,,0.00,0.00,,,,,,3.38,0.09,9.32,1.28,0.00,0.04,1.02,0.00,0.22,0.00,0.04,0.09,0.62,0.00,0.00,2.05,1.05,0.00,0.00,0.46,0.00,0.71,,,,,,,,,,,,,,,,
000514,Cannatonic #1,17003138,12 May 2018,C,Cascadia Labs,8.00%,0.00,0.00,,0.00,0.00,,95.00,100.00,,,,,,1.04,0.02,1.98,0.33,0.00,0.02,0.26,0.09,0.07,0.01,0.02,0.03,0.25,0.00,0.00,1.40,0.48,0.00,0.00,0.25,0.00,0.56,,,,,,,,,,,,,,,,
000515,Honey Bananas,17003140,12 May 2018,C,Cascadia Labs,12.20%,201.00,201.00,,0.00,203.00,,0.00,0.00,,,,,,0.58,0.15,11.64,0.64,0.00,0.00,4.63,0.00,0.69,0.01,0.05,0.09,0.45,0.00,0.00,1.33,0.59,0.00,0.00,0.00,0.00,0.35,,,,,,,,,,,,,,,,
000516,Smarties,18000596,12 May 2018,C,Cascadia Labs,8.45%,219.34,219.34,0.00,2.60,226.00,0.00,0.00,0.00,0.00,0.00,0.00,1.49,0.00,0.60,0.00,0.83,0.67,0.00,0.00,2.93,0.00,0.00,0.00,0.00,0.00,1.58,0.00,0.00,3.16,0.87,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,
000517,Cookies,18000597,12 May 2018,C,Cascadia Labs,8.25%,187.94,187.94,0.00,4.93,191.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.00,0.00,1.86,0.00,0.00,0.00,2.95,0.00,0.00,0.00,0.00,0.00,1.43,0.00,0.00,5.84,2.03,0.22,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,
000518,Purple Wildfire,18000598,12 May 2018,C,Cascadia Labs,9.78%,132.09,132.09,0.00,8.67,126.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.98,0.00,0.00,1.71,0.00,0.00,1.97,0.00,0.00,0.00,0.00,8.17,0.00,0.00,0.00,0.94,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,
000519,Superstitious,18000599,12 May 2018,C,Cascadia Labs,7.90%,163.05,163.05,0.00,4.59,166.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.32,0.82,0.00,0.00,2.20,0.00,0.00,0.00,0.00,7.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,
000520,Mystic,18000600,12 May 2018,C,Cascadia Labs,8.60%,137.72,137.72,0.00,7.48,135.00,0.00,0.00,0.00,0.00,0.00,0.00,0.84,0.00,0.00,0.00,1.99,0.00,0.00,0.00,1.50,0.00,0.00,0.00,0.00,6.68,0.00,0.00,0.00,1.58,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,
000521,Dosidos,18000601,12 May 2018,C,Cascadia Labs,8.05%,208.28,208.28,0.00,4.71,213.00,0.00,0.00,0.00,0.00,0.00,1.49,2.00,0.00,0.00,0.00,1.44,0.00,0.00,0.00,3.52,0.00,0.00,0.00,0.00,0.00,1.72,0.00,0.00,3.88,1.01,0.34,0.00,0.00,0.00,0.76,,,,,,,,,,,,,,,,
000522,Irish Cream,18000602,12 May 2018,C,Cascadia Labs,10.17%,255.70,255.70,0.00,3.43,258.00,0.00,0.00,0.00,0.00,0.00,0.00,1.77,0.00,0.66,0.00,4.51,0.73,0.00,0.00,4.79,0.00,0.00,0.00,0.00,0.00,2.51,0.00,0.00,5.12,1.19,0.00,0.00,0.00,0.00,0.62,,,,,,,,,,,,,,,,
000523,La Qrippler,18000603,12 May 2018,C,Cascadia Labs,9.45%,290.24,290.24,0.00,4.97,294.00,0.00,0.00,0.00,0.00,0.00,0.00,1.89,0.00,2.93,0.00,12.06,0.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.82,0.00,0.00,0.97,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,
000524,Razzberry Lemonade,18000604,12 May 2018,C,Cascadia Labs,11.12%,170.17,170.17,0.00,3.03,169.00,0.00,0.00,0.00,0.00,0.00,0.00,1.38,0.00,1.48,0.00,8.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,2.30,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,
000525,Og Pie Breath,18000605,12 May 2018,C,Cascadia Labs,11.03%,228.04,228.04,0.00,11.70,218.00,0.00,0.00,0.00,0.00,0.00,0.00,1.36,0.00,1.73,0.00,24.47,0.00,0.00,0.00,1.74,0.00,0.00,0.00,0.00,0.00,1.78,0.00,0.00,4.29,1.98,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,
000526,TJ'S Matanuska Thunder Fuck,18000606,12 May 2018,C,Cascadia Labs,7.27%,212.61,212.61,0.00,5.97,218.00,0.00,0.00,0.00,0.00,0.00,0.00,0.77,0.00,0.00,0.00,11.12,0.00,0.00,0.00,2.15,0.00,0.00,0.00,0.00,0.00,1.77,0.00,0.00,0.89,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,
000527,TJ'S Platinum Gsc,18000607,12 May 2018,C,Cascadia Labs,8.09%,165.91,165.91,0.00,6.91,166.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.78,0.00,0.00,0.00,2.40,0.00,0.00,0.00,0.00,0.00,2.66,0.00,0.00,6.41,2.35,0.21,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,
000528,TJ'S Rude Boi,18000608,12 May 2018,C,Cascadia Labs,9.73%,224.60,224.60,0.00,2.79,228.00,0.00,0.00,0.00,0.00,0.00,0.00,1.30,0.00,0.00,0.00,3.13,0.52,0.00,0.00,4.38,0.00,0.00,0.00,0.00,0.00,4.91,0.00,0.00,5.77,1.59,0.53,0.35,0.00,0.00,1.04,,,,,,,,,,,,,,,,
000529,TJ'S Monkey Tape,18000609,12 May 2018,C,Cascadia Labs,8.17%,242.25,242.25,0.00,8.47,244.00,0.00,0.00,0.00,0.00,0.00,0.00,0.97,0.00,0.00,0.00,2.04,0.00,0.00,0.00,4.24,0.00,0.00,0.00,0.00,0.00,1.55,0.00,0.00,7.74,2.16,0.58,0.00,0.00,0.00,0.68,,,,,,,,,,,,,,,,
000530,Allen Wrench,18000610,12 May 2018,C,Cascadia Labs,10.52%,241.55,241.55,0.00,4.78,241.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.00,0.00,1.96,0.00,0.00,0.00,2.64,0.00,0.00,0.00,0.00,0.00,0.97,0.00,0.00,6.88,1.96,0.00,0.00,0.00,0.00,1.30,,,,,,,,,,,,,,,,
000531,Sugar Plum,18000611,12 May 2018,C,Cascadia Labs,8.32%,119.84,119.84,0.00,7.26,117.00,0.00,0.00,0.00,0.00,0.00,0.00,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.00,4.84,1.68,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,
000532,Pit Bull,18000612,12 May 2018,C,Cascadia Labs,9.17%,151.19,151.19,0.00,16.30,138.00,0.00,0.00,0.00,0.00,0.00,0.92,0.00,0.00,0.00,0.00,3.74,0.00,0.00,0.00,1.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.36,0.77,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,
000533,Marion Berry,18000613,12 May 2018,C,Cascadia Labs,8.82%,138.76,138.76,0.00,20.40,121.00,0.00,0.00,0.00,0.00,0.00,0.69,0.66,0.00,0.00,0.00,2.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.33,1.04,0.00,0.00,0.65,0.00,0.00,,,,,,,,,,,,,,,,
000534,TJ'S White Tahoe Cookies,18000614,12 May 2018,C,Cascadia Labs,9.32%,221.27,221.27,0.00,2.45,226.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.00,0.00,1.34,0.00,0.00,0.00,2.85,0.00,0.00,0.00,0.00,0.00,3.63,0.00,0.00,6.08,2.20,0.24,0.00,0.00,0.00,0.59,,,,,,,,,,,,,,,,
000535,Jack Herer Hidden Elephant Cut,18000615,12 May 2018,C,Cascadia Labs,9.68%,293.45,293.45,0.00,15.10,285.00,0.00,0.00,0.00,0.00,0.00,0.00,1.56,0.00,0.00,0.00,3.72,0.74,0.00,0.00,1.52,0.00,0.00,0.00,0.00,9.51,0.58,0.00,0.00,1.71,0.55,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,
000536,Pineapple Gold,18000616,12 May 2018,C,Cascadia Labs,10.66%,161.43,161.43,0.00,15.30,147.00,0.00,0.00,0.00,0.00,0.00,0.83,1.19,0.00,0.00,0.00,0.91,0.00,0.00,0.00,1.75,0.00,0.00,0.00,0.00,4.00,0.78,0.00,0.00,4.48,1.54,0.00,0.00,0.00,0.00,0.86,,,,,,,,,,,,,,,,
000537,Black Cherry Trinity,18000617,12 May 2018,C,Cascadia Labs,9.48%,196.45,196.45,0.00,11.20,190.00,0.00,0.00,0.00,0.00,0.00,0.69,1.26,0.00,1.11,0.00,5.94,0.63,0.00,0.00,1.29,0.00,0.00,0.00,0.00,0.00,0.73,0.00,0.00,2.46,0.55,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,
000538,"""Double Sour D """"Mint""""""",18000618,12 May 2018,C,Cascadia Labs,10.56%,202.33,202.33,0.00,11.70,193.00,0.00,0.00,0.00,0.00,0.00,0.00,1.05,0.00,1.61,0.00,1.38,1.19,0.00,0.00,1.62,0.00,0.00,0.00,0.00,5.70,0.72,0.00,0.00,2.65,0.59,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,
000539,Cannatonic,18000619,12 May 2018,C,Cascadia Labs,9.79%,52.60,52.60,0.00,1.50,52.00,0.00,118.16,119.00,0.00,0.00,0.00,1.50,0.00,1.17,0.00,6.53,0.53,0.00,0.00,0.77,0.00,0.00,0.00,0.00,0.00,0.58,0.00,0.00,1.17,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,
000540,Kush Cleaner,18000620,12 May 2018,C,Cascadia Labs,8.79%,78.58,78.58,0.00,5.72,75.00,0.00,0.00,0.00,0.00,0.00,0.00,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.45,0.00,0.00,0.00,0.00,0.00,1.25,0.00,0.00,2.18,0.55,0.00,0.00,0.00,0.00,0.60,,,,,,,,,,,,,,,,
000541,Lambs In Space,18000621,12 May 2018,C,Cascadia Labs,10.86%,156.43,156.43,0.00,0.00,159.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.00,2.84,0.00,4.31,1.45,0.00,0.00,2.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.86,1.66,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,
000542,Twisted Siskiyou,18000622,12 May 2018,C,Cascadia Labs,7.89%,45.70,45.70,0.00,0.00,48.00,0.00,64.08,67.30,0.00,0.00,0.00,0.75,0.00,0.00,0.00,2.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.72,0.00,0.00,0.00,0.00,0.75,,,,,,,,,,,,,,,,
000543,Cbd Blue Dream,18000623,12 May 2018,C,Cascadia Labs,9.77%,69.14,69.14,0.00,2.31,68.00,0.00,75.67,75.60,0.00,0.00,0.00,0.00,0.00,1.99,0.00,5.20,0.81,0.00,0.00,0.88,0.00,0.00,0.00,0.00,0.00,0.74,0.00,0.00,0.81,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,
000544,Starman,18000624,12 May 2018,C,Cascadia Labs,8.68%,121.85,121.85,0.00,0.77,126.00,0.00,55.89,58.20,0.00,0.00,0.00,0.91,0.00,0.74,0.00,5.55,0.00,0.00,0.00,1.61,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.00,7.05,2.08,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,
000545,Platinum Animal Cookies,18000625,12 May 2018,C,Cascadia Labs,10.54%,211.14,211.14,0.00,3.84,211.00,0.00,0.00,0.00,0.00,0.00,0.00,0.87,0.00,0.00,0.00,0.77,0.00,0.00,0.00,2.59,0.00,0.00,0.00,0.00,0.00,1.55,0.00,0.00,5.62,1.95,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,
000546,Cbd Skunk Haze,18000626,12 May 2018,C,Cascadia Labs,12.38%,58.55,58.55,0.00,7.63,49.00,0.00,96.03,90.50,0.00,0.00,0.75,0.85,0.00,0.96,0.00,1.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.00,0.00,2.01,0.68,0.00,0.00,0.72,0.00,0.93,,,,,,,,,,,,,,,,
000547,Blue City Diesel,18000627,12 May 2018,C,Cascadia Labs,12.63%,165.85,165.85,0.00,8.09,156.00,0.00,0.00,0.00,0.00,0.00,0.00,0.77,0.00,0.00,0.00,5.37,0.00,0.00,0.00,2.69,0.00,0.00,0.00,0.00,0.00,1.33,0.00,0.00,1.63,0.00,0.00,0.00,0.00,0.00,0.77,,,,,,,,,,,,,,,,
000548,Mountain Girl Lemon,18000628,12 May 2018,C,Cascadia Labs,10.38%,169.91,169.91,0.00,2.31,171.00,0.00,0.86,0.00,0.00,0.00,0.00,0.78,0.00,3.13,0.00,11.17,1.56,0.00,0.00,1.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.19,0.70,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,
000549,Jager,18000629,12 May 2018,C,Cascadia Labs,9.39%,205.95,205.95,0.00,9.46,202.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.00,0.83,0.00,0.00,0.87,0.00,0.00,5.22,0.00,0.00,0.00,0.00,0.00,1.61,0.00,0.00,3.07,0.69,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,
000550,Marionberry Kush,18000630,12 May 2018,C,Cascadia Labs,6.29%,189.02,189.02,0.00,10.50,190.00,0.00,0.00,0.00,0.00,0.00,0.00,1.52,0.00,0.00,0.00,2.76,0.78,0.00,0.00,3.24,0.00,0.00,0.00,0.00,8.59,0.72,0.00,0.00,5.98,1.42,0.00,0.43,0.99,0.00,0.00,,,,,,,,,,,,,,,,
000551,Cookies And Cream,18000631,12 May 2018,C,Cascadia Labs,9.35%,259.06,259.06,0.00,11.20,255.00,0.00,0.00,0.00,0.00,0.00,0.00,1.09,0.00,0.00,0.00,1.52,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,1.82,0.00,0.00,5.96,2.02,0.22,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,
000552,Sweeties,18000632,12 May 2018,C,Cascadia Labs,9.84%,196.05,196.05,0.00,3.11,198.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.01,0.71,0.00,0.00,4.84,0.00,0.00,0.00,0.00,0.00,4.95,0.00,0.00,4.39,1.55,0.00,0.34,0.00,0.00,0.63,,,,,,,,,,,,,,,,
000553,Phyre Glue,18000633,12 May 2018,C,Cascadia Labs,10.27%,238.67,238.67,0.00,14.20,228.00,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.00,0.00,0.00,2.53,0.00,0.00,0.00,3.52,0.00,0.00,0.00,0.00,0.00,0.91,0.00,0.00,9.49,2.69,0.72,0.00,0.00,0.00,0.87,,,,,,,,,,,,,,,,
000554,Pkt,18000634,12 May 2018,C,Cascadia Labs,8.77%,147.17,147.17,0.00,18.50,132.00,0.00,0.00,0.00,0.00,0.00,0.80,1.25,0.00,0.60,0.00,2.13,0.67,0.00,0.00,2.10,0.00,0.00,0.00,0.00,6.73,0.00,0.00,0.00,2.82,0.59,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,
000555,Mountain Girl,18000635,12 May 2018,C,Cascadia Labs,9.54%,141.55,141.55,0.00,0.00,146.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.00,0.00,4.85,0.00,0.00,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.88,1.92,0.00,0.00,0.00,0.00,0.80,,,,,,,,,,,,,,,,
